-0.015676495	0.043700453	-0.067750715	0.06450995	0.08517546	0.09725491	0.112675466	-0.06704254	-0.009109347	-0.07346217	-0.0010375176	0.03261268	0.07858732	0.18692015	-0.022778817	0.045388136
0.09886893	0.03405458	-0.014672287	-0.0021572227	0.024025947	0.053761356	0.10206852	0.024017287	-0.009594749	-0.023765627	0.011403465	-0.04128403	0.00590598	0.08033736	0.01846832	-0.08098822
0.07036615	-0.04952927	0.010304008	-0.11522191	-0.073839076	0.013004913	0.016067361	0.043745212	0.0038894285	-0.0066671227	0.06669135	-0.053436793	-0.048026904	0.039136935	-0.010653747	-0.024830537
0.0835623	0.011747119	-0.06287487	-0.053985603	-0.014421734	0.09330602	0.06591518	0.034802325	-0.0170827	-0.08326151	-0.017984394	0.007055237	-0.008981063	0.08960485	-0.016243523	-0.054726798
0.009566502	0.10610779	-0.14241515	0.011416438	0.19159223	0.045003958	0.120264314	-0.107700534	0.015400026	-0.08537056	-0.036216035	0.110762075	0.096751265	0.22004692	-0.035904266	0.0008220954
0.13521294	-0.0127303535	0.037022375	-0.082506835	-0.028507834	-0.09986949	-0.03614896	0.09722214	0.13981701	0.056409717	0.12897894	-0.14837812	-0.0243459	-0.04236884	0.05745259	-0.116759814
0.09548264	-0.001021061	-0.0036983907	-0.04325878	-0.048446205	0.03536612	0.0030709002	0.0342345	-0.017898448	0.015559567	0.07933068	-0.014690609	-0.044082515	0.022999503	0.056061722	-0.009240502
0.08264051	0.012102648	0.0054283543	-0.051804297	0.020688586	0.023049027	0.03682872	-0.04635259	0.040382124	-0.064675115	0.054483976	-0.0068000457	0.0250105	0.16234146	0.10422059	-0.04333521
0.017941587	0.09520972	-0.06873463	-0.041692093	0.050456166	-0.0038580375	0.09634391	-0.039262198	0.052768752	-0.04571022	-0.010268746	-0.040763628	0.07225601	0.13104777	0.02998418	-0.06287877
0.13677678	-0.08424295	0.05029606	-0.025894396	-0.042633433	0.07553082	-0.0041694385	0.05802196	0.037545983	-0.023306526	0.083482094	-0.10626959	-0.09464934	0.006672758	0.029814951	-0.08090112
0.13949165	0.041187767	0.011464913	-0.05604761	0.046041872	0.043330945	0.023614448	-0.004298658	0.09385014	0.059952572	0.09810923	-0.0116223395	0.016522773	0.12594092	0.11727639	-0.1101079
-0.0021870686	0.06885432	-0.059786554	0.05941975	0.008653213	0.1052608	0.10290257	-0.043276094	-0.14939556	-0.102011845	-0.058810677	-0.0009447718	0.015343981	0.07834677	-0.19472873	0.0493605
0.10696336	-0.010220578	0.0609269	-0.09499207	-0.020215744	0.066995524	0.026327223	0.024904253	-0.04915973	-0.012081414	0.0042020963	-0.08435292	-0.04257565	-0.01819601	-0.044507418	-0.062950596
0.14926648	-0.07288871	0.017254474	0.01054906	-0.039051767	0.11157704	-0.020420888	0.108805366	-0.059184887	0.014834763	0.023866968	-0.14074853	-0.14546503	0.015609299	0.064875886	-0.094657674
